ID,Lat,Lon,Target,B1_month1,B2_month1,B3_month1,B4_month1,B5_month1,B6_month1,B7_month1,B8_month1,B8A_month1,B9_month1,B11_month1,B12_month1,B1_month2,B2_month2,B3_month2,B4_month2,B5_month2,B6_month2,B7_month2,B8_month2,B8A_month2,B9_month2,B11_month2,B12_month2,B1_month3,B2_month3,B3_month3,B4_month3,B5_month3,B6_month3,B7_month3,B8_month3,B8A_month3,B9_month3,B11_month3,B12_month3,B1_month4,B2_month4,B3_month4,B4_month4,B5_month4,B6_month4,B7_month4,B8_month4,B8A_month4,B9_month4,B11_month4,B12_month4,B1_month5,B2_month5,B3_month5,B4_month5,B5_month5,B6_month5,B7_month5,B8_month5,B8A_month5,B9_month5,B11_month5,B12_month5,B1_month6,B2_month6,B3_month6,B4_month6,B5_month6,B6_month6,B7_month6,B8_month6,B8A_month6,B9_month6,B11_month6,B12_month6,B1_month7,B2_month7,B3_month7,B4_month7,B5_month7,B6_month7,B7_month7,B8_month7,B8A_month7,B9_month7,B11_month7,B12_month7,B1_month8,B2_month8,B3_month8,B4_month8,B5_month8,B6_month8,B7_month8,B8_month8,B8A_month8,B9_month8,B11_month8,B12_month8,B1_month9,B2_month9,B3_month9,B4_month9,B5_month9,B6_month9,B7_month9,B8_month9,B8A_month9,B9_month9,B11_month9,B12_month9,B1_month10,B2_month10,B3_month10,B4_month10,B5_month10,B6_month10,B7_month10,B8_month10,B8A_month10,B9_month10,B11_month10,B12_month10,B1_month11,B2_month11,B3_month11,B4_month11,B5_month11,B6_month11,B7_month11,B8_month11,B8A_month11,B9_month11,B11_month11,B12_month11,B1_month12,B2_month12,B3_month12,B4_month12,B5_month12,B6_month12,B7_month12,B8_month12,B8A_month12,B9_month12,B11_month12,B12_month12
ID_RVOQ3EVGT58Y,34.30105951,70.4037426,0,608.8571428571429,1413.4285714285713,1845.5714285714287,2162.285714285714,2181.4285714285716,2409.1428571428573,2622.0,2676.5714285714284,2725.4285714285716,3402.285714285714,2976.0,2586.714285714286,734.0,1612.6666666666667,2067.222222222222,2464.8888888888887,2392.0,2732.0,2935.4444444444443,2967.8888888888887,3057.1111111111113,3483.222222222222,3444.3333333333335,3018.1111111111113,953.25,1695.8333333333333,2241.6666666666665,2684.6666666666665,2534.25,2889.8333333333335,3087.25,3163.8333333333335,3193.5,3245.9166666666665,3604.8333333333335,3119.1666666666665,947.5555555555555,1631.3333333333333,2136.1111111111113,2498.8888888888887,2547.4444444444443,2816.0,3005.6666666666665,3072.6666666666665,3155.6666666666665,3286.222222222222,3540.3333333333335,3048.8888888888887,859.2222222222222,1422.7777777777778,1919.0,2293.8888888888887,2381.1111111111113,2685.0,2904.222222222222,2952.0,3025.222222222222,3297.777777777778,3351.4444444444443,2836.0,814.4,1189.2,1643.0,2012.6,2220.2,2460.4,2607.0,2570.0,2771.6,3056.4,3130.0,2681.8,752.25,1028.875,1436.75,1686.125,1838.75,2110.125,2268.25,2315.375,2367.5,2868.5,2684.375,2248.625,758.8,936.0,1311.0,1563.8,1677.4,1911.2,2002.8,2163.0,2155.4,2349.4,2428.4,2062.2,673.5,889.625,1168.0,1384.625,1627.125,1768.625,1878.25,1967.0,2008.75,2090.375,2305.375,2040.75,378.0,645.0,901.5,1233.6666666666667,1332.0,1482.5,1630.5,1710.8333333333333,1729.1666666666667,1754.1666666666667,2023.3333333333333,1741.6666666666667,756.2,973.6,1288.0,1578.0,1728.6,1838.2,2067.2,2229.8,2118.2,2569.4,2629.0,2326.2,730.6666666666666,1207.3333333333333,1587.8333333333333,1841.3333333333333,2052.6666666666665,2302.1666666666665,2470.5,2628.1666666666665,2569.6666666666665,2921.0,2907.0,2571.3333333333335
ID_V0Y1KOE5MNVY,34.28460069,70.34469455,0,1169.142857142857,1446.857142857143,1924.5714285714287,2258.0,2509.714285714286,2653.1428571428573,2734.285714285714,2739.8571428571427,2768.8571428571427,2912.1428571428573,3497.5714285714284,3234.8571428571427,1249.4444444444443,1534.0,2029.6666666666667,2448.3333333333335,2669.777777777778,2641.222222222222,2736.6666666666665,2688.6666666666665,2772.8888888888887,2918.222222222222,3702.777777777778,3472.4444444444443,1276.0833333333333,1590.5,2115.4166666666665,2606.6666666666665,2805.1666666666665,2799.25,2892.25,2879.6666666666665,2945.4166666666665,3083.9166666666665,3895.75,3678.1666666666665,1333.2222222222222,1602.888888888889,2128.8888888888887,2550.6666666666665,2777.6666666666665,2761.8888888888887,2844.6666666666665,2778.222222222222,2903.6666666666665,3019.1111111111113,3886.6666666666665,3689.6666666666665,1295.3333333333333,1560.4444444444443,2092.4444444444443,2527.3333333333335,2746.5555555555557,2716.6666666666665,2830.0,2742.6666666666665,2868.1111111111113,2980.5555555555557,3820.8888888888887,3621.222222222222,1211.8,1418.0,1950.4,2350.0,2581.4,2589.4,2628.0,2552.8,2690.2,2778.4,3615.8,3364.2,1145.75,1419.5,1892.75,2285.875,2449.875,2453.75,2525.5,2545.375,2531.125,2623.125,3442.25,3302.75,1070.875,1312.5,1735.375,2071.5,2207.75,2240.25,2296.5,2358.5,2359.125,2423.5,3240.25,3144.25,1008.75,1231.25,1650.625,2001.125,2158.125,2170.625,2241.375,2274.0,2249.875,2358.875,3137.375,3055.375,837.6666666666666,1096.5,1540.5,1869.3333333333333,2051.3333333333335,2034.1666666666667,2120.3333333333335,2122.1666666666665,2122.5,2200.3333333333335,2945.3333333333335,2810.8333333333335,1126.2,1348.0,1775.6,2119.4,2315.2,2344.6,2423.4,2432.8,2417.4,2547.0,3304.2,3192.6,1175.3333333333333,1411.0,1824.6666666666667,2193.1666666666665,2442.0,2552.3333333333335,2630.6666666666665,2622.8333333333335,2663.1666666666665,2745.0,3429.3333333333335,3207.1666666666665
ID_9DDRJ28SCN8I,34.28223837,70.34937022,1,620.1428571428571,300.57142857142856,645.7142857142857,472.14285714285717,1097.857142857143,3202.0,4165.714285714285,4391.714285714285,4397.714285714285,3987.8571428571427,2096.714285714286,1258.7142857142858,730.5555555555555,776.6666666666666,1239.6666666666667,1430.5555555555557,2122.1111111111113,2923.4444444444443,3297.1111111111113,3492.3333333333335,3555.777777777778,3505.4444444444443,3104.4444444444443,2292.1111111111113,1063.4166666666667,1504.0,2135.5,2615.3333333333335,3112.9166666666665,3404.6666666666665,3610.75,3844.3333333333335,3806.25,3727.9166666666665,4151.916666666667,3426.5,1072.4444444444443,1278.0,1897.5555555555557,2127.3333333333335,2616.1111111111113,3333.3333333333335,3584.6666666666665,3649.777777777778,3789.6666666666665,3632.4444444444443,3785.6666666666665,3046.8888888888887,928.6666666666666,931.6666666666666,1587.5555555555557,1676.2222222222222,2230.3333333333335,3353.8888888888887,3801.777777777778,3897.5555555555557,3992.777777777778,3768.222222222222,3541.8888888888887,2678.0,986.4,1178.6,1692.0,2064.0,2476.2,2662.6,2911.8,2918.8,3042.4,3161.2,3639.6,3009.2,866.5,920.25,1445.625,1456.0,2090.0,2858.5,3083.875,3272.0,3177.0,2974.875,3110.625,2449.75,859.0,853.875,1255.75,1290.5,1974.5,3016.875,3395.125,3632.375,3498.625,2884.875,2972.25,2349.75,732.625,823.875,1244.25,1396.0,2030.75,2970.5,3267.25,3599.375,3448.375,2717.875,2987.125,2381.375,294.0,354.5,755.5,746.3333333333334,1380.3333333333333,2554.6666666666665,2884.0,3135.8333333333335,2940.5,1975.6666666666667,2110.5,1524.1666666666667,730.6,704.6,1029.6,1078.2,1743.8,3173.4,3483.6,3664.4,3696.6,2824.0,2613.0,1992.8,734.5,680.0,1110.3333333333333,1042.5,1703.6666666666667,3357.1666666666665,3812.6666666666665,3965.5,3901.3333333333335,3140.0,2660.5,1927.0
ID_FNR6KP30SSHQ,34.1202937,70.75627206,0,853.3333333333334,1115.6666666666667,1542.3333333333333,1790.3333333333333,2238.3333333333335,2458.3333333333335,2595.6666666666665,2580.6666666666665,2709.0,2741.6666666666665,3274.6666666666665,2916.3333333333335,874.0,1191.2,1703.0,2025.8,2441.4,2539.6,2656.0,2567.6,2808.0,2804.2,3534.2,3129.8,970.8333333333334,1331.6666666666667,1827.3333333333333,2199.5,2597.5,2627.8333333333335,2768.8333333333335,2684.6666666666665,2913.0,2949.5,3703.8333333333335,3276.8333333333335,978.5,1352.0,1871.25,2255.25,2638.5,2653.5,2768.0,2646.75,2917.25,2893.75,3762.5,3343.75,1029.0,1374.5,1964.75,2303.5,2661.5,2729.0,2846.5,2755.75,2983.5,2936.25,3717.25,3293.25,915.5,1172.0,1715.0,2078.0,2453.5,2520.0,2639.5,2534.5,2825.0,2826.5,3526.5,3053.5,934.0,1261.5,1768.5,2026.0,2365.25,2429.5,2550.0,2524.5,2660.25,2722.0,3307.75,3000.25,1001.6,1303.2,1739.4,2024.4,2321.2,2398.8,2505.0,2531.6,2611.4,2652.6,3316.0,3020.0,865.5,1168.25,1596.25,1923.75,2203.0,2233.75,2384.75,2383.0,2445.75,2572.5,3204.0,2913.5,566.5,824.75,1196.75,1496.25,1762.5,1865.75,1969.5,1962.5,2103.0,2166.5,2711.5,2373.25,866.0,1133.3333333333333,1611.3333333333333,1835.0,2183.6666666666665,2289.0,2391.0,2372.6666666666665,2474.3333333333335,2538.3333333333335,3202.6666666666665,2940.0,923.25,1189.0,1620.25,1842.0,2243.0,2482.75,2591.5,2521.0,2706.25,2762.25,3271.5,2921.0
ID_DJBWQ4GFXQRA,34.05435658,70.66970533,0,1053.6666666666667,1000.0,1447.3333333333333,1639.0,1911.3333333333333,2179.0,2316.0,2371.3333333333335,2394.0,3076.0,3290.3333333333335,3166.0,1135.0,1121.25,1573.75,1781.25,2097.25,2360.25,2498.75,2506.5,2581.5,3172.25,3530.25,3353.75,1171.5,1212.3333333333333,1700.6666666666667,2005.3333333333333,2286.1666666666665,2463.1666666666665,2593.6666666666665,2620.0,2699.6666666666665,3241.5,3720.5,3553.3333333333335,1172.0,1198.5,1688.0,1977.75,2263.5,2382.75,2524.25,2478.0,2633.5,3151.0,3750.25,3622.0,1134.0,1096.25,1568.0,1810.5,2122.0,2321.25,2436.0,2365.0,2560.75,3123.0,3631.75,3463.5,1045.5,947.5,1397.0,1646.5,1917.5,2105.0,2250.5,2214.0,2373.5,3043.5,3342.0,3186.0,1030.25,872.75,1227.5,1475.75,1697.0,1849.5,1913.0,1948.0,2052.0,2977.0,3040.75,2934.25,1044.5,964.75,1294.75,1461.5,1809.25,1922.0,1948.0,1780.0,2012.0,3208.25,2911.25,2782.75,917.0,528.5,685.25,741.5,990.5,957.25,1047.0,831.75,1002.5,2982.75,1654.0,1486.0,894.5,314.0,435.25,501.5,778.75,942.5,929.5,645.0,950.75,2673.0,1769.5,1631.25,1005.5,722.5,995.5,1152.0,1343.0,1460.0,1569.0,1542.5,1637.5,2770.0,2545.0,2529.5,1067.5,958.0,1360.25,1585.5,1823.0,2006.75,2111.5,2087.75,2206.5,2969.25,3124.25,3062.25
ID_N60AFC1QQR31,34.30574085,70.40527078,0,1438.142857142857,1595.142857142857,2013.142857142857,2058.5714285714284,2531.8571428571427,2895.5714285714284,3078.0,3085.714285714286,3095.8571428571427,3157.714285714286,3331.1428571428573,3067.714285714286,1628.6666666666667,1801.3333333333333,2229.5555555555557,2429.8888888888887,2895.1111111111113,3085.5555555555557,3179.4444444444443,3160.5555555555557,3229.1111111111113,3252.3333333333335,3819.6666666666665,3464.6666666666665,1733.5833333333333,1875.1666666666667,2439.8333333333335,2730.5,3127.1666666666665,3233.25,3328.4166666666665,3388.6666666666665,3363.1666666666665,3317.25,4015.6666666666665,3734.25,1756.0,1976.2222222222222,2491.777777777778,2781.777777777778,3089.222222222222,3111.8888888888887,3206.222222222222,3193.3333333333335,3251.8888888888887,3261.1111111111113,4013.777777777778,3772.5555555555557,1712.111111111111,1968.2222222222222,2511.5555555555557,2848.222222222222,3144.3333333333335,3159.6666666666665,3234.5555555555557,3202.0,3297.5555555555557,3335.0,4026.0,3754.5555555555557,1481.6,1693.6,2244.8,2569.2,2898.8,2887.2,2988.0,2897.6,3046.4,3045.8,3804.4,3474.2,1347.125,1645.25,2067.0,2366.375,2573.875,2658.125,2736.0,2763.875,2748.875,2835.25,3516.875,3373.875,1324.125,1597.25,2015.25,2270.0,2508.0,2542.125,2635.875,2640.125,2658.75,2736.125,3573.375,3489.5,1197.125,1441.5,1841.625,2178.25,2410.25,2470.875,2510.125,2529.375,2539.5,2555.0,3430.5,3372.125,720.2,955.6,1290.4,1461.4,1734.4,1792.0,1848.8,1790.8,1888.4,1823.4,2569.0,2409.2,1450.8,1587.0,2024.4,2148.4,2526.8,2699.8,2781.6,2761.6,2762.0,2844.4,3463.8,3295.2,1324.0,1317.6666666666667,1708.1666666666667,1790.6666666666667,2277.3333333333335,2838.3333333333335,3136.3333333333335,3122.0,3106.0,3138.1666666666665,3203.5,2862.8333333333335
ID_W5CMM6P4RXDV,34.096775,70.69216198,1,22.666666666666668,94.0,462.0,228.0,913.3333333333334,2825.6666666666665,3412.6666666666665,3915.3333333333335,3551.6666666666665,3803.0,1790.0,1024.3333333333333,169.0,78.0,403.0,217.4,847.4,2809.6,3402.2,3858.4,3611.0,3189.4,2046.8,1249.6,465.5,174.33333333333334,517.8333333333334,481.3333333333333,1066.3333333333333,2681.6666666666665,3216.5,3449.3333333333335,3408.3333333333335,2839.6666666666665,2322.0,1590.0,283.25,166.75,436.75,357.75,898.0,2617.0,3091.25,3381.25,3314.5,2785.25,2012.5,1241.25,20.5,69.5,359.25,243.0,803.0,2619.25,3285.5,3631.0,3468.75,3385.25,1886.0,1066.25,57.0,102.5,395.5,267.5,739.5,2231.0,2804.5,3129.0,3052.0,3201.0,1763.5,1013.0,605.0,325.75,596.25,574.75,822.75,1837.25,2153.25,2643.0,2399.5,2751.5,1784.25,1153.5,673.0,560.6,827.8,851.4,1192.0,1723.8,1920.2,2264.4,2102.4,2315.2,1881.8,1328.0,478.25,518.75,741.25,878.25,1169.75,1522.5,1682.75,1723.25,1811.25,1776.25,1885.5,1481.0,188.5,316.0,531.75,728.0,1023.25,1402.0,1491.75,1583.75,1756.5,1576.25,1614.0,1206.25,431.6666666666667,550.3333333333334,756.6666666666666,956.0,1181.3333333333333,1540.3333333333333,1665.3333333333333,1832.3333333333333,1810.0,2054.3333333333335,1892.6666666666667,1537.0,289.25,501.5,880.0,797.0,1278.25,2369.0,2614.75,3002.5,2775.0,3013.0,2028.25,1429.75
ID_PE4B20QK0ZDP,34.30124345,70.37382579,1,475.57142857142856,254.28571428571428,603.0,462.0,985.4285714285714,2775.1428571428573,3599.285714285714,3744.8571428571427,3778.285714285714,3721.1428571428573,1755.857142857143,1057.0,688.4444444444445,1016.0,1530.111111111111,1960.888888888889,2460.222222222222,2941.777777777778,3196.3333333333335,3386.6666666666665,3470.3333333333335,3369.5555555555557,3178.777777777778,2412.777777777778,1098.8333333333333,1577.8333333333333,2229.1666666666665,2811.5,3330.0833333333335,3437.5,3646.4166666666665,3722.8333333333335,3763.0833333333335,3549.9166666666665,4032.75,3377.1666666666665,1163.888888888889,1732.4444444444443,2337.5555555555557,2982.6666666666665,3323.3333333333335,3472.8888888888887,3598.777777777778,3659.5555555555557,3834.0,3584.1111111111113,4093.5555555555557,3406.6666666666665,1073.7777777777778,1730.0,2374.1111111111113,2957.4444444444443,3178.0,3392.777777777778,3585.5555555555557,3624.8888888888887,3747.777777777778,3540.3333333333335,3938.3333333333335,3280.777777777778,956.6,1546.0,2159.2,2802.4,2813.4,3027.6,3200.2,3351.6,3375.0,3206.8,3703.6,3026.0,927.0,1467.0,1999.5,2524.0,2677.25,2786.0,2941.875,3151.125,3089.25,2923.125,3565.25,3158.0,992.0,1443.75,1890.75,2320.375,2530.5,2661.5,2792.875,2877.5,2945.625,2786.875,3541.625,3225.5,801.375,1182.75,1642.125,2038.25,2186.375,2290.625,2452.5,2525.5,2551.5,2456.375,3153.5,2872.0,437.3333333333333,709.1666666666666,1049.5,1311.3333333333333,1374.5,1548.1666666666667,1618.1666666666667,1802.6666666666667,1694.0,1853.0,2041.6666666666667,1715.6666666666667,807.4,998.2,1450.8,1501.4,1877.6,2617.8,2828.6,2868.2,2872.8,2890.8,2754.4,2249.0,509.6666666666667,446.8333333333333,844.3333333333334,726.3333333333334,1209.5,2623.5,3124.1666666666665,3185.5,3195.1666666666665,3176.3333333333335,2008.5,1337.1666666666667
ID_2VXU4NBD5TWX,34.25716891,70.34353523,0,,,,,,,,,,,,,1615.0,1467.0,1897.5,1875.5,2663.0,2782.0,2887.25,2840.5,2917.75,3010.5,3178.0,2818.0,1592.75,1511.0,1976.5,2044.0,2853.75,2984.25,3079.75,3099.0,3057.25,3065.25,3465.75,3215.0,1600.0,1614.6666666666667,1995.3333333333333,2066.3333333333335,2630.3333333333335,2806.6666666666665,2916.6666666666665,2900.6666666666665,2922.0,3043.6666666666665,3285.6666666666665,2926.3333333333335,1666.5,1690.0,2143.25,2283.25,2929.125,3105.25,3219.75,3261.75,3282.75,3353.25,3552.625,3117.25,1530.2,1813.2,2293.0,2499.8,2783.2,2874.2,2924.4,2896.4,2949.6,2980.6,3520.8,3165.2,1458.3333333333333,1813.0,2284.6666666666665,2494.3333333333335,2677.6666666666665,2754.6666666666665,2824.5,2993.1666666666665,2850.3333333333335,2829.1666666666665,3388.8333333333335,3112.0,1368.3333333333333,1569.0,2020.0,2283.6666666666665,2590.8333333333335,2730.5,2799.3333333333335,2982.3333333333335,2878.3333333333335,2862.3333333333335,3358.5,3109.5,1263.25,1518.25,1957.5,2216.75,2524.0,2645.375,2706.875,2780.25,2736.125,2790.5,3307.25,3126.125,825.6666666666666,1206.1666666666667,1587.0,1789.6666666666667,2062.5,2165.6666666666665,2206.8333333333335,2227.8333333333335,2212.1666666666665,1991.3333333333333,2607.1666666666665,2383.1666666666665,1470.8,1795.4,2173.6,2382.8,2658.2,2699.4,2753.2,2776.8,2730.4,2822.4,3284.2,3121.6,1535.3333333333333,1957.0,2329.6666666666665,2487.8333333333335,2730.5,2847.0,2912.1666666666665,2944.6666666666665,2921.5,2961.1666666666665,3303.8333333333335,3036.8333333333335
ID_8EBFZ5WAZWH4,34.29131609,70.37576594,1,750.1428571428571,947.4285714285714,1271.0,1285.142857142857,1601.7142857142858,2701.285714285714,3110.8571428571427,2796.4285714285716,3269.8571428571427,3138.8571428571427,2338.0,1792.857142857143,796.1111111111111,1059.4444444444443,1456.2222222222222,1671.888888888889,1996.111111111111,2563.8888888888887,2804.0,2693.3333333333335,2969.4444444444443,3091.8888888888887,2873.4444444444443,2278.6666666666665,991.75,1286.5,1770.3333333333333,2109.5833333333335,2662.9166666666665,3005.0833333333335,3279.3333333333335,3119.6666666666665,3413.3333333333335,3447.0,3624.6666666666665,3069.0,1107.888888888889,1318.0,1804.2222222222222,2090.8888888888887,2591.5555555555557,2970.3333333333335,3139.4444444444443,2909.5555555555557,3308.777777777778,3315.1111111111113,3575.1111111111113,3013.4444444444443,1000.2222222222222,1309.7777777777778,1785.888888888889,2094.777777777778,2550.6666666666665,2831.6666666666665,3018.222222222222,2810.8888888888887,3118.8888888888887,3171.222222222222,3475.1111111111113,2955.0,942.6,1226.0,1628.8,1938.8,2411.4,2614.6,2673.4,2583.2,2839.4,2854.0,3328.8,2812.6,844.5,1194.875,1572.75,1872.25,2217.625,2417.75,2579.5,2524.375,2670.25,2627.625,3092.75,2730.875,882.5,1187.5,1539.25,1789.0,2162.25,2371.875,2496.625,2504.875,2587.0,2345.125,3030.75,2683.75,776.75,1201.75,1545.125,1861.5,2157.375,2275.25,2356.0,2418.125,2441.125,2259.875,3027.75,2792.0,388.1666666666667,847.1666666666666,1141.6666666666667,1408.1666666666667,1734.6666666666667,1732.1666666666667,1867.8333333333333,1965.0,1916.1666666666667,1711.8333333333333,2355.6666666666665,2071.6666666666665,843.6,1168.0,1512.6,1681.2,2097.2,2342.2,2489.2,2600.2,2557.6,2528.4,2853.8,2564.0,871.0,1191.7142857142858,1547.4285714285713,1660.857142857143,2105.8571428571427,2503.714285714286,2663.4285714285716,2733.4285714285716,2724.285714285714,2829.0,2840.0,2427.0
