ID,Lat,Lon,Target,B1_month1,B2_month1,B3_month1,B4_month1,B5_month1,B6_month1,B7_month1,B10_month1,B11_month1,B1_month2,B2_month2,B3_month2,B4_month2,B5_month2,B6_month2,B7_month2,B10_month2,B11_month2,B1_month3,B2_month3,B3_month3,B4_month3,B5_month3,B6_month3,B7_month3,B10_month3,B11_month3,B1_month4,B2_month4,B3_month4,B4_month4,B5_month4,B6_month4,B7_month4,B10_month4,B11_month4,B1_month5,B2_month5,B3_month5,B4_month5,B5_month5,B6_month5,B7_month5,B10_month5,B11_month5,B1_month6,B2_month6,B3_month6,B4_month6,B5_month6,B6_month6,B7_month6,B10_month6,B11_month6,B1_month7,B2_month7,B3_month7,B4_month7,B5_month7,B6_month7,B7_month7,B10_month7,B11_month7,B1_month8,B2_month8,B3_month8,B4_month8,B5_month8,B6_month8,B7_month8,B10_month8,B11_month8,B1_month9,B2_month9,B3_month9,B4_month9,B5_month9,B6_month9,B7_month9,B10_month9,B11_month9,B1_month10,B2_month10,B3_month10,B4_month10,B5_month10,B6_month10,B7_month10,B10_month10,B11_month10,B1_month11,B2_month11,B3_month11,B4_month11,B5_month11,B6_month11,B7_month11,B10_month11,B11_month11,B1_month12,B2_month12,B3_month12,B4_month12,B5_month12,B6_month12,B7_month12,B10_month12,B11_month12
ID_R1XF70RMVGL3,14.542826,33.313483,1,0.04490000009536743,0.06129999831318855,0.09889999777078629,0.12540000677108765,0.18279999494552612,0.20069999992847443,0.16670000553131104,0.3018999993801117,0.2957000136375427,0.03305000066757202,0.04399999976158142,0.0763000026345253,0.08789999783039093,0.18535000085830688,0.17184999585151672,0.12770000100135803,0.301800012588501,0.2976999878883362,0.03305000066757202,0.04399999976158142,0.0763000026345253,0.08789999783039093,0.18535000085830688,0.17184999585151672,0.12770000100135803,0.301800012588501,0.2976999878883362,0.0357000008225441,0.05040000006556511,0.08669999986886978,0.10970000177621841,0.18039999902248383,0.16899999976158142,0.12229999899864197,0.2939000129699707,0.2890999913215637,0.033799998462200165,0.041600000113248825,0.06610000133514404,0.08579999953508377,0.13725000619888306,0.14839999377727509,0.12845000624656677,0.31139999628067017,0.3081499934196472,0.042399998754262924,0.05139999836683273,0.08070000261068344,0.10819999873638153,0.16529999673366547,0.18719999492168427,0.16140000522136688,0.30480000376701355,0.30320000648498535,0.020899999886751175,0.028300000354647636,0.05779999867081642,0.048500001430511475,0.3156000077724457,0.13555000722408295,0.07079999893903732,0.29624998569488525,0.29510000348091125,0.013199999928474426,0.022549999877810478,0.05025000125169754,0.044449999928474426,0.3106499910354614,0.12014999985694885,0.05979999899864197,0.29789999127388,0.2962999939918518,0.029249999672174454,0.04619999974966049,0.08449999988079071,0.10454999655485153,0.25949999690055847,0.17520000040531158,0.10554999858140945,0.30845001339912415,0.3073500096797943,0.05510000139474869,0.08009999990463257,0.1324000060558319,0.18019999563694,0.32120001316070557,0.27524998784065247,0.17614999413490295,0.3122999966144562,0.3100000023841858,0.061650000512599945,0.08675000071525574,0.1415500044822693,0.2003999948501587,0.334850013256073,0.31520000100135803,0.2071000039577484,0.3199999928474426,0.3160499930381775,0.05299999937415123,0.06689999997615814,0.10040000081062317,0.13410000503063202,0.18970000743865967,0.23070000112056732,0.20229999721050262,0.31459999084472656,0.3100000023841858
ID_0ZBIDY0PEBVO,14.35948,33.284108,1,0.030700000002980232,0.04470000043511391,0.07339999824762344,0.09279999881982803,0.1298999935388565,0.12639999389648438,0.10589999705553055,0.303600013256073,0.298799991607666,0.03905000165104866,0.05485000088810921,0.10135000199079514,0.12675000727176666,0.1927500069141388,0.11505000293254852,0.0832500010728836,0.30055001378059387,0.296750009059906,0.03905000165104866,0.05485000088810921,0.10135000199079514,0.12675000727176666,0.1927500069141388,0.11505000293254852,0.0832500010728836,0.30055001378059387,0.296750009059906,0.022299999371170998,0.03530000150203705,0.07900000363588333,0.06650000065565109,0.3125,0.15970000624656677,0.08470000326633453,0.2913999855518341,0.2856000065803528,0.03514999896287918,0.04684999957680702,0.08380000293254852,0.09414999932050705,0.29030001163482666,0.20980000495910645,0.12675000727176666,0.3055500090122223,0.30375000834465027,0.04699999839067459,0.061900001019239426,0.1031000018119812,0.13650000095367432,0.29260000586509705,0.2535000145435333,0.16820000112056732,0.3037000000476837,0.30239999294281006,0.050050001591444016,0.06445000320672989,0.09814999997615814,0.1324000060558319,0.19664999842643738,0.1923000067472458,0.15209999680519104,0.3012999892234802,0.2998499870300293,0.045249998569488525,0.06064999848604202,0.09414999932050705,0.12565000355243683,0.18434999883174896,0.17755000293254852,0.1440500020980835,0.30709999799728394,0.304749995470047,0.05065000057220459,0.06710000336170197,0.10610000044107437,0.1407500058412552,0.20225000381469727,0.1927500069141388,0.15805000066757202,0.3183000087738037,0.31610000133514404,0.05139999836683273,0.07010000199079514,0.11185000091791153,0.14775000512599945,0.20350000262260437,0.1984499990940094,0.16304999589920044,0.31725001335144043,0.3145500123500824,0.04895000159740448,0.06584999710321426,0.10194999724626541,0.13774999976158142,0.18494999408721924,0.18529999256134033,0.15469999611377716,0.3221000134944916,0.3181999921798706,0.04129999876022339,0.05490000173449516,0.08630000054836273,0.11550000309944153,0.15549999475479126,0.16050000488758087,0.1387999951839447,0.3140999972820282,0.30970001220703125
ID_C20R2C0AYIT0,14.419128,33.52845,0,0.051500000059604645,0.0689999982714653,0.10989999771118164,0.1370999962091446,0.27649998664855957,0.22759999334812164,0.17020000517368317,0.304500013589859,0.29910001158714294,0.03929999843239784,0.054749999195337296,0.09775000065565109,0.11420000344514847,0.28725001215934753,0.2162500023841858,0.14980000257492065,0.301800012588501,0.29760000109672546,0.0494999997317791,0.07000000029802322,0.10869999974966049,0.12290000170469284,0.29649999737739563,0.22419999539852142,0.1543000042438507,0.3043999969959259,0.30079999566078186,0.04309999942779541,0.05860000103712082,0.10419999808073044,0.1276666671037674,0.2835666537284851,0.22840000689029694,0.16253332793712616,0.3040333390235901,0.2996000051498413,0.050999999046325684,0.0677499994635582,0.10637500137090683,0.13397499918937683,0.27277499437332153,0.23440000414848328,0.17624999582767487,0.3111250102519989,0.3082999885082245,0.05730000138282776,0.07296666502952576,0.11756666749715805,0.15453332662582397,0.26206666231155396,0.2593666613101959,0.20469999313354492,0.30746665596961975,0.3050999939441681,0.0645499974489212,0.08254999667406082,0.12092500180006027,0.16580000519752502,0.251800000667572,0.2662000060081482,0.21854999661445618,0.30584999918937683,0.30422499775886536,0.06703333556652069,0.08406666666269302,0.12099999934434891,0.16349999606609344,0.25093331933021545,0.2689666748046875,0.21833333373069763,0.310699999332428,0.30809998512268066,0.06657499819993973,0.08552499860525131,0.1378750056028366,0.18142500519752502,0.279449999332428,0.2828499972820282,0.22897499799728394,0.31622499227523804,0.3143500089645386,0.06920000165700912,0.09132499992847443,0.1398250013589859,0.18780000507831573,0.2828750014305115,0.2917500138282776,0.23877499997615814,0.31815001368522644,0.3156999945640564,0.06620000302791595,0.08460000157356262,0.13237500190734863,0.17482499778270721,0.2727999985218048,0.2778500020503998,0.22184999287128448,0.31782498955726624,0.314175009727478,0.06726666539907455,0.08813333511352539,0.13383333384990692,0.17640000581741333,0.27619999647140503,0.28006666898727417,0.22100000083446503,0.31310001015663147,0.30863332748413086
ID_MMU0PFMDQ7FW,14.204341,33.340792,0,0.04450000077486038,0.0617000013589859,0.09920000284910202,0.11320000141859055,0.22939999401569366,0.20110000669956207,0.1477999985218048,0.3043000102043152,0.2992999851703644,0.027400000020861626,0.04129999876022339,0.08030000329017639,0.07810000330209732,0.25380000472068787,0.16975000500679016,0.10090000182390213,0.3015500009059906,0.2974500060081482,0.027400000020861626,0.04129999876022339,0.08030000329017639,0.07810000330209732,0.25380000472068787,0.16975000500679016,0.10090000182390213,0.3015500009059906,0.2974500060081482,0.031700000166893005,0.0421999990940094,0.08190000057220459,0.07859999686479568,0.265500009059906,0.18080000579357147,0.10939999669790268,0.3001999855041504,0.2953000068664551,0.05245000123977661,0.06889999657869339,0.10700000077486038,0.13619999587535858,0.243599995970726,0.23109999299049377,0.16099999845027924,0.31349998712539673,0.3103500008583069,0.04340000078082085,0.05469999834895134,0.07900000363588333,0.09679999947547913,0.16120000183582306,0.17669999599456787,0.14640000462532043,0.3109999895095825,0.30880001187324524,0.048250000923871994,0.0604499988257885,0.09130000323057175,0.11065000295639038,0.18979999423027039,0.18979999423027039,0.15494999289512634,0.3050999939441681,0.30320000648498535,0.046950001269578934,0.061149999499320984,0.09305000305175781,0.11289999634027481,0.19359999895095825,0.193900004029274,0.15735000371932983,0.3106499910354614,0.30790001153945923,0.05025000125169754,0.06669999659061432,0.1031000018119812,0.12600000202655792,0.20305000245571136,0.20784999430179596,0.17139999568462372,0.32190001010894775,0.31929999589920044,0.05364999920129776,0.0729999989271164,0.11330000311136246,0.1383499950170517,0.22155000269412994,0.219200000166893,0.17765000462532043,0.319599986076355,0.31665000319480896,0.05609999969601631,0.07514999806880951,0.11699999868869781,0.14319999516010284,0.2345000058412552,0.2309499979019165,0.1863500028848648,0.32339999079704285,0.31929999589920044,0.05490000173449516,0.07199999690055847,0.11230000108480453,0.13729999959468842,0.218299999833107,0.22259999811649323,0.18039999902248383,0.3147999942302704,0.3102000057697296
ID_FA7TDFAUVU2A,14.442394,33.292732,1,0.030799999833106995,0.0471000000834465,0.07919999957084656,0.09889999777078629,0.14470000565052032,0.14749999344348907,0.11460000276565552,0.30230000615119934,0.2976999878883362,0.04230000078678131,0.059450000524520874,0.11015000194311142,0.12929999828338623,0.20354999601840973,0.12999999523162842,0.0869000032544136,0.3006500005722046,0.2969000041484833,0.04230000078678131,0.059450000524520874,0.11015000194311142,0.12929999828338623,0.20354999601840973,0.12999999523162842,0.0869000032544136,0.3006500005722046,0.2969000041484833,0.01489999983459711,0.027699999511241913,0.07400000095367432,0.05530000105500221,0.3310999870300293,0.16359999775886536,0.08009999990463257,0.29429998993873596,0.2896000146865845,0.028850000351667404,0.03974999859929085,0.08150000125169754,0.07999999821186066,0.3055500090122223,0.1964000016450882,0.11044999957084656,0.3061000108718872,0.30390000343322754,0.03590000048279762,0.04800000041723251,0.08889999985694885,0.10559999942779541,0.28870001435279846,0.2215999960899353,0.13510000705718994,0.3037000000476837,0.3021000027656555,0.04104999825358391,0.05685000121593475,0.09589999914169312,0.133650004863739,0.2718999981880188,0.2350499927997589,0.15524999797344208,0.2980000078678131,0.29670000076293945,0.047850001603364944,0.06605000048875809,0.10779999941587448,0.1497499942779541,0.2660999894142151,0.25040000677108765,0.17170000076293945,0.30375000834465027,0.3018999993801117,0.05654999986290932,0.07999999821186066,0.13120000064373016,0.17945000529289246,0.27994999289512634,0.2761499881744385,0.20055000483989716,0.31369999051094055,0.31154999136924744,0.05820000171661377,0.08285000175237656,0.13259999454021454,0.1789499968290329,0.26194998621940613,0.26554998755455017,0.20069999992847443,0.3156000077724457,0.31299999356269836,0.057750001549720764,0.07900000363588333,0.12300000339746475,0.1668500006198883,0.23405000567436218,0.2502500116825104,0.2003999948501587,0.32155001163482666,0.31744998693466187,0.04919999837875366,0.06700000166893005,0.10530000180006027,0.13950000703334808,0.1932000070810318,0.21209999918937683,0.17319999635219574,0.31369999051094055,0.3091000020503998
ID_67DBK0EXDU6W,14.399994,33.492967,1,0.060100000351667404,0.07829999923706055,0.12110000103712082,0.15569999814033508,0.21960000693798065,0.24240000545978546,0.20469999313354492,0.3059000074863434,0.3001999855041504,0.03034999966621399,0.0434500016272068,0.07684999704360962,0.0925000011920929,0.1525000035762787,0.1270499974489212,0.08924999833106995,0.3012999892234802,0.29725000262260437,0.036400001496076584,0.053199999034404755,0.08739999681711197,0.10419999808073044,0.17669999599456787,0.16539999842643738,0.13079999387264252,0.30809998512268066,0.3037000000476837,0.03739999979734421,0.04919999837875366,0.07720000296831131,0.09623333066701889,0.16380000114440918,0.16429999470710754,0.133200004696846,0.305566668510437,0.30096668004989624,0.041475001722574234,0.05362499877810478,0.08134999871253967,0.1039000004529953,0.15970000624656677,0.16840000450611115,0.14704999327659607,0.31257501244544983,0.30957499146461487,0.04076666757464409,0.05116666480898857,0.07846666872501373,0.10246666520833969,0.1463666707277298,0.16040000319480896,0.14006666839122772,0.30703333020210266,0.30496665835380554,0.04097500070929527,0.05362499877810478,0.08397500216960907,0.10625000298023224,0.16522499918937683,0.16850000619888306,0.14139999449253082,0.3032749891281128,0.30169999599456787,0.03403333202004433,0.04456666484475136,0.07813332974910736,0.07846666872501373,0.266566663980484,0.1819666624069214,0.12056666612625122,0.30550000071525574,0.30346667766571045,0.028875000774860382,0.04247500002384186,0.08787500113248825,0.07694999873638153,0.3628750145435333,0.19994999468326569,0.10717500001192093,0.30787500739097595,0.306425005197525,0.04502499848604202,0.06502500176429749,0.12070000171661377,0.1347000002861023,0.361050009727478,0.2456749975681305,0.14947499334812164,0.31257501244544983,0.31062498688697815,0.06292500346899033,0.08465000241994858,0.12892499566078186,0.17287500202655792,0.2433750033378601,0.2570750117301941,0.20637500286102295,0.3191249966621399,0.3152250051498413,0.05536666512489319,0.07583333551883698,0.11576666682958603,0.15129999816417694,0.20783333480358124,0.22713333368301392,0.1881999969482422,0.3141666650772095,0.3094666600227356
ID_DXWZP0E8FG9E,14.258599,33.425234,0,0.035999998450279236,0.0502999983727932,0.08829999715089798,0.11089999973773956,0.21979999542236328,0.11760000139474869,0.0794999971985817,0.30140000581741333,0.2969000041484833,0.03189999982714653,0.045666664838790894,0.08586666733026505,0.102033331990242,0.22526666522026062,0.10743333399295807,0.06883333623409271,0.29903334379196167,0.2956666648387909,0.03229999914765358,0.04859999939799309,0.09200000017881393,0.10260000079870224,0.23810000717639923,0.11190000176429749,0.07100000232458115,0.30320000648498535,0.29980000853538513,0.03346666693687439,0.046533335000276566,0.08893333375453949,0.10636666417121887,0.20080000162124634,0.10836666822433472,0.06866666674613953,0.3016333281993866,0.29760000109672546,0.03334999829530716,0.04647500067949295,0.08537500351667404,0.09927500039339066,0.17057499289512634,0.10334999859333038,0.06977500021457672,0.30584999918937683,0.3034000098705292,0.033933334052562714,0.04543333500623703,0.07829999923706055,0.0871666669845581,0.14626666903495789,0.09690000116825104,0.06613333523273468,0.30176666378974915,0.2999666631221771,0.02979999966919422,0.04157499969005585,0.0729999989271164,0.07852499932050705,0.14955000579357147,0.09085000306367874,0.06735000014305115,0.29977500438690186,0.29840001463890076,0.029266666620969772,0.04106666520237923,0.07216666638851166,0.07873333245515823,0.14900000393390656,0.08643333613872528,0.06773333251476288,0.3017333447933197,0.2998666763305664,0.030799999833106995,0.04542500153183937,0.07829999923706055,0.08500000089406967,0.15925000607967377,0.1151999980211258,0.08197499811649323,0.3067750036716461,0.30535000562667847,0.04390000179409981,0.05992500111460686,0.0968250036239624,0.11532499641180038,0.19769999384880066,0.15074999630451202,0.11734999716281891,0.31267499923706055,0.3101249933242798,0.05192499980330467,0.06864999979734421,0.10535000264644623,0.1302500069141388,0.2219499945640564,0.20202499628067017,0.1581999957561493,0.31597501039505005,0.3119499981403351,0.04600000008940697,0.06279999762773514,0.10593333095312119,0.13706666231155396,0.1995999962091446,0.13819999992847443,0.10249999910593033,0.3099333345890045,0.30576667189598083
ID_MRFDJA9ISXG4,14.303156,33.36882,1,0.03189999982714653,0.04399999976158142,0.07460000365972519,0.08619999885559082,0.16459999978542328,0.14749999344348907,0.11140000075101852,0.3041999936103821,0.298799991607666,0.021299999207258224,0.030649999156594276,0.0722000002861023,0.05009999871253967,0.37439998984336853,0.17464999854564667,0.08094999939203262,0.2992999851703644,0.29565000534057617,0.021299999207258224,0.030649999156594276,0.0722000002861023,0.05009999871253967,0.37439998984336853,0.17464999854564667,0.08094999939203262,0.2992999851703644,0.29565000534057617,0.024800000712275505,0.03590000048279762,0.08730000257492065,0.06369999796152115,0.4194999933242798,0.1923999935388565,0.09239999949932098,0.2957000136375427,0.290800005197525,0.04284999892115593,0.05505000054836273,0.09655000269412994,0.10805000364780426,0.3124000132083893,0.25519999861717224,0.16224999725818634,0.30695000290870667,0.3048500120639801,0.04960000142455101,0.06440000236034393,0.10509999841451645,0.1348000019788742,0.27970001101493835,0.26249998807907104,0.18119999766349792,0.30550000071525574,0.3037000000476837,0.05465000122785568,0.07294999808073044,0.11590000241994858,0.1594499945640564,0.2540999948978424,0.23810000717639923,0.17710000276565552,0.3012000024318695,0.299699991941452,0.056449998170137405,0.07289999723434448,0.11150000244379044,0.15160000324249268,0.23855000734329224,0.23180000483989716,0.17544999718666077,0.3066500127315521,0.30410000681877136,0.05829999968409538,0.07649999856948853,0.11670000106096268,0.1545500010251999,0.22705000638961792,0.22294999659061432,0.17710000276565552,0.318450003862381,0.3159500062465668,0.05979999899864197,0.07954999804496765,0.1253499984741211,0.16734999418258667,0.2329999953508377,0.22554999589920044,0.18019999563694,0.31700000166893005,0.31424999237060547,0.052799999713897705,0.06790000200271606,0.10544999688863754,0.14294999837875366,0.1988999992609024,0.19979999959468842,0.1657000035047531,0.32350000739097595,0.3192000091075897,0.03610000014305115,0.04659999907016754,0.07180000096559525,0.09700000286102295,0.13279999792575836,0.13860000669956207,0.1200999990105629,0.3138999938964844,0.3093000054359436
ID_IECISSYAN80G,14.439071,33.301266,0,0.0357000008225441,0.05009999871253967,0.08500000089406967,0.10869999974966049,0.16429999470710754,0.1378999948501587,0.10719999670982361,0.3034000098705292,0.29840001463890076,0.027799999341368675,0.04084999859333038,0.07715000212192535,0.09009999781847,0.17515000700950623,0.11905000358819962,0.08174999803304672,0.30090001225471497,0.2971000075340271,0.027799999341368675,0.04084999859333038,0.07715000212192535,0.09009999781847,0.17515000700950623,0.11905000358819962,0.08174999803304672,0.30090001225471497,0.2971000075340271,0.02500000037252903,0.03869999945163727,0.07649999856948853,0.08240000158548355,0.20810000598430634,0.14079999923706055,0.09040000289678574,0.2953000068664551,0.2903999984264374,0.034949999302625656,0.04600000008940697,0.07805000245571136,0.08940000087022781,0.2194499969482422,0.1679999977350235,0.11625000089406967,0.30790001153945923,0.3057500123977661,0.038100000470876694,0.04899999871850014,0.0820000022649765,0.09910000115633011,0.20960000157356262,0.1785999983549118,0.13330000638961792,0.3052000105381012,0.30379998683929443,0.03500000014901161,0.04619999974966049,0.07594999670982361,0.08950000256299973,0.19629999995231628,0.14794999361038208,0.10774999856948853,0.2969000041484833,0.2957499921321869,0.03370000049471855,0.04580000042915344,0.07594999670982361,0.08910000324249268,0.20565000176429749,0.15839999914169312,0.11315000057220459,0.30169999599456787,0.3000499904155731,0.03999999910593033,0.0523499995470047,0.08585000038146973,0.09849999845027924,0.23675000667572021,0.17554999887943268,0.12370000034570694,0.31415000557899475,0.31209999322891235,0.04605000093579292,0.06345000118017197,0.1031000018119812,0.1242000013589859,0.2522999942302704,0.20589999854564667,0.15094999969005585,0.3156000077724457,0.31310001015663147,0.04854999855160713,0.06610000133514404,0.10454999655485153,0.13535000383853912,0.23055000603199005,0.21580000221729279,0.16314999759197235,0.3216499984264374,0.31755000352859497,0.0421999990940094,0.058400001376867294,0.09529999643564224,0.12759999930858612,0.16410000622272491,0.1687999963760376,0.1339000016450882,0.3138999938964844,0.3093999922275543
ID_QIVKUVMV37NW,14.251952,33.206045,1,0.03790000081062317,0.05310000106692314,0.0820000022649765,0.09759999811649323,0.1525000035762787,0.17820000648498535,0.14309999346733093,0.30390000343322754,0.2985000014305115,0.03720000013709068,0.049800001084804535,0.08089999854564667,0.08399999886751175,0.21119999885559082,0.1834000051021576,0.12919999659061432,0.30570000410079956,0.30140000581741333,0.03720000013709068,0.049800001084804535,0.08089999854564667,0.08399999886751175,0.21119999885559082,0.1834000051021576,0.12919999659061432,0.30570000410079956,0.30140000581741333,0.02500000037252903,0.033799998462200165,0.06679999828338623,0.059300001710653305,0.28380000591278076,0.1574999988079071,0.08250000327825546,0.2996000051498413,0.2946000099182129,0.028200000524520874,0.03655000030994415,0.07180000096559525,0.06379999965429306,0.3084999918937683,0.17309999465942383,0.09969999641180038,0.3063499927520752,0.304500013589859,0.02539999969303608,0.03189999982714653,0.06279999762773514,0.05739999935030937,0.27320000529289246,0.15610000491142273,0.08370000123977661,0.302700012922287,0.30149999260902405,0.04320000112056732,0.05420000106096268,0.08344999700784683,0.1006999984383583,0.2326499968767166,0.21230000257492065,0.14354999363422394,0.3012999892234802,0.30000001192092896,0.04544999822974205,0.05849999934434891,0.08739999681711197,0.10854999721050262,0.1903499960899353,0.20229999721050262,0.1550000011920929,0.3077999949455261,0.3052999973297119,0.04089999943971634,0.052949998527765274,0.0786999985575676,0.09664999693632126,0.1404000073671341,0.15925000607967377,0.1392499953508377,0.3169499933719635,0.31459999084472656,0.04729999974370003,0.06385000050067902,0.09629999846220016,0.12049999833106995,0.16355000436306,0.18574999272823334,0.15940000116825104,0.31630000472068787,0.31345000863075256,0.046799998730421066,0.06069999933242798,0.08874999731779099,0.1099499985575676,0.14875000715255737,0.18164999783039093,0.15970000624656677,0.3230000138282776,0.31869998574256897,0.03799999877810478,0.049400001764297485,0.07150000333786011,0.08789999783039093,0.12219999730587006,0.15189999341964722,0.1290999948978424,0.31349998712539673,0.3091999888420105
